BatchNo,AreaPattern,Count
波次100,"(4, 7, 10)",1.0
波次100,"(4, 5, 10, 11, 13)",1.0
波次100,"(4, 3, 8, 10, 18)",1.0
波次100,"(4, 3, 8, 13, 18)",1.0
波次100,"(4, 3, 7, 10)",1.0
波次100,"(4, 3, 8, 9, 18)",1.0
波次100,"(4, 3, 9, 18)",1.0
波次100,"(4, 6, 9, 18, 19)",1.0
波次100,"(4, 3, 14, 18, 19)",1.0
波次100,"(4, 7, 8, 14, 21)",1.0
波次100,"(4, 2, 7, 11, 18)",1.0
波次100,"(4, 3, 6, 10)",1.0
波次100,"(4, 8, 11, 18)",1.0
波次100,"(4, 5, 10)",1.0
波次100,"(4, 8, 11, 22)",1.0
波次100,"(4, 7, 11, 18)",1.0
波次100,"(4, 5, 7, 8, 21)",1.0
波次100,"(7, 2, 3, 7, 9, 10, 11)",1.0
波次100,"(7, 2, 3, 5, 8, 14, 18)",1.0
波次100,"(7, 3, 5, 6, 8, 11, 18)",1.0
波次100,"(7, 8, 9, 10, 13, 14, 21)",1.0
波次100,"(7, 3, 8, 10, 11, 13)",1.0
波次100,"(7, 2, 3, 5, 7, 18)",1.0
波次100,"(7, 2, 3, 5, 9, 10, 11)",1.0
波次100,"(7, 5, 10)",1.0
波次100,"(7, 2, 8, 9, 10, 14)",1.0
波次100,"(7, 3, 8, 9, 11, 13, 18)",1.0
波次100,"(7, 5, 6, 9, 18)",1.0
波次100,"(7, 2, 3, 9, 11, 13, 18)",1.0
波次100,"(7, 2, 8, 10, 11, 18)",1.0
波次100,"(7, 2, 6, 7, 8, 9, 14, 18)",1.0
波次100,"(7, 3, 8, 10, 11, 13, 14)",1.0
波次100,"(7, 3, 6, 7, 10, 11, 13)",1.0
波次100,"(7, 2, 5, 7, 9, 11, 18)",1.0
波次100,"(7, 2, 3, 7, 9, 13, 14, 22)",1.0
波次100,"(7, 7, 9, 10, 11, 14)",1.0
波次100,"(7, 2, 7, 13, 18)",1.0
波次100,"(7, 3, 5, 8, 9, 11, 18)",1.0
波次100,"(7, 3, 5, 8, 11, 18)",1.0
波次100,"(7, 5, 8, 9, 10, 11, 14)",1.0
波次100,"(7, 7, 8, 9, 10)",1.0
波次100,"(3, 9, 16, 20)",2.0
波次100,"(3, 3, 15, 21)",2.0
波次100,"(3, 14, 16, 21)",1.0
波次100,"(3, 2, 15, 18)",2.0
波次100,"(3, 10, 13, 15)",4.0
波次100,"(3, 10, 15, 19)",1.0
波次100,"(3, 9, 15, 20)",1.0
波次100,"(3, 5, 10, 16)",6.0
波次100,"(3, 5, 16, 21)",2.0
波次100,"(3, 9, 15, 18)",1.0
波次100,"(3, 3, 16, 18)",3.0
波次100,"(3, 9, 15, 22)",1.0
波次100,"(3, 3, 10, 16)",5.0
波次100,"(3, 7, 10, 16)",3.0
波次100,"(3, 2, 16, 21)",3.0
波次100,"(3, 5, 16, 18)",2.0
波次100,"(3, 10, 14, 15)",5.0
波次100,"(3, 9, 16, 21)",2.0
波次100,"(3, 5, 15, 18)",2.0
波次100,"(3, 5, 10, 15)",5.0
波次100,"(3, 9, 10, 15)",2.0
波次100,"(3, 2, 10, 16)",2.0
波次100,"(3, 13, 16, 18)",2.0
波次100,"(3, 3, 10, 15)",2.0
波次100,"(3, 7, 15, 20)",1.0
波次100,"(3, 7, 15, 18)",2.0
波次100,"(3, 2, 10, 15)",4.0
波次100,"(3, 14, 15, 18)",2.0
波次100,"(3, 3, 15, 22)",1.0
波次100,"(3, 11, 16, 18)",3.0
波次100,"(3, 9, 10, 16)",3.0
波次100,"(3, 2, 16, 18)",2.0
波次100,"(3, 6, 15, 18)",1.0
波次100,"(3, 13, 16, 21)",2.0
波次100,"(3, 14, 16, 18)",3.0
波次100,"(3, 13, 15, 18)",1.0
波次100,"(3, 8, 16, 21)",1.0
波次100,"(3, 10, 13, 16)",2.0
波次100,"(3, 10, 16, 19)",1.0
波次100,"(3, 8, 15, 20)",2.0
波次100,"(3, 2, 15, 21)",1.0
波次100,"(3, 14, 16, 20)",1.0
波次100,"(3, 8, 16, 20)",1.0
波次100,"(3, 10, 11, 15)",4.0
波次100,"(3, 6, 10, 16)",2.0
波次100,"(3, 11, 16, 22)",1.0
波次100,"(3, 9, 16, 18)",3.0
波次100,"(3, 6, 15, 21)",1.0
波次100,"(3, 3, 15, 18)",1.0
波次100,"(3, 13, 15, 21)",1.0
波次100,"(3, 7, 10, 15)",1.0
波次100,"(3, 13, 16, 20)",2.0
波次100,"(3, 8, 10, 16)",1.0
波次100,"(3, 11, 15, 20)",1.0
波次100,"(3, 11, 15, 21)",1.0
波次100,"(3, 10, 14, 16)",1.0
波次100,"(3, 10, 11, 16)",1.0
波次100,"(3, 11, 15, 18)",1.0
波次100,"(7, 2, 3, 8, 14, 15, 20)",1.0
波次100,"(7, 2, 3, 8, 16, 18)",1.0
波次100,"(7, 3, 5, 8, 16, 18)",1.0
波次100,"(7, 3, 5, 10, 13, 14, 16, 20)",1.0
波次100,"(7, 5, 7, 9, 10, 14, 15, 16)",1.0
波次100,"(7, 2, 7, 16, 18)",1.0
波次100,"(7, 2, 13, 14, 15, 16, 18)",1.0
波次100,"(7, 2, 3, 5, 13, 15, 16, 21)",1.0
波次100,"(7, 2, 6, 8, 10, 14, 15, 19)",1.0
波次100,"(7, 2, 5, 9, 15, 19, 22)",1.0
波次100,"(7, 3, 5, 7, 10, 11, 14, 16)",1.0
波次100,"(7, 3, 8, 9, 16, 18)",1.0
波次100,"(7, 8, 9, 14, 15, 18)",1.0
波次100,"(7, 6, 9, 13, 14, 16, 18)",1.0
波次100,"(7, 6, 7, 9, 10, 14, 16)",1.0
波次100,"(7, 7, 10, 11, 15, 16)",1.0
波次100,"(7, 8, 13, 14, 15, 20)",1.0
波次100,"(7, 5, 8, 10, 11, 14, 16)",1.0
波次100,"(7, 2, 9, 11, 13, 14, 16, 18)",1.0
波次100,"(7, 3, 7, 11, 13, 14, 15, 21)",1.0
波次100,"(7, 7, 11, 14, 16, 18)",1.0
波次100,"(7, 3, 8, 11, 16, 21)",1.0
波次100,"(7, 2, 11, 15, 16, 19, 22)",1.0
波次100,"(7, 3, 10, 16, 22)",1.0
波次100,"(7, 2, 5, 8, 9, 15, 16, 21)",1.0
波次100,"(7, 2, 15, 20)",1.0
波次100,"(7, 3, 15, 19, 20)",1.0
波次100,"(7, 2, 3, 5, 11, 14, 16, 18)",1.0
波次100,"(7, 2, 6, 10, 15, 16)",1.0
波次100,"(7, 5, 10, 11, 14, 16, 20)",1.0
波次100,"(7, 8, 13, 14, 15, 18, 19)",1.0
波次100,"(7, 7, 11, 16, 21)",1.0
波次100,"(7, 2, 7, 10, 11, 15)",1.0
波次100,"(7, 3, 5, 6, 9, 15, 16, 22)",1.0
波次100,"(7, 3, 11, 14, 15, 16, 21)",1.0
波次100,"(7, 7, 8, 13, 14, 16, 18, 21)",1.0
波次100,"(7, 2, 7, 10, 11, 14, 15)",1.0
波次100,"(7, 2, 5, 9, 10, 16)",1.0
波次100,"(7, 2, 10, 11, 13, 16)",1.0
波次100,"(7, 8, 9, 10, 11, 16, 20)",1.0
波次100,"(7, 3, 5, 9, 10, 11, 16, 18)",1.0
波次100,"(7, 2, 9, 13, 15, 18)",1.0
波次100,"(7, 9, 10, 11, 13, 15, 16, 19)",1.0
波次100,"(7, 3, 5, 9, 10, 15, 16)",1.0
波次100,"(7, 3, 5, 7, 8, 14, 16, 18)",1.0
波次100,"(7, 2, 7, 9, 10, 14, 16)",1.0
波次100,"(7, 3, 10, 15, 16, 18, 21)",1.0
波次100,"(7, 8, 11, 14, 16, 18, 21)",1.0
波次100,"(7, 3, 11, 14, 16, 18)",1.0
波次100,"(7, 2, 3, 10, 11, 16)",1.0
波次100,"(7, 2, 3, 8, 11, 14, 15, 21)",1.0
波次100,"(7, 5, 8, 11, 16, 18)",1.0
波次100,"(7, 7, 11, 13, 14, 16, 21)",1.0
波次100,"(7, 5, 9, 10, 13, 16)",1.0
波次100,"(7, 3, 9, 10, 11, 14, 16, 20)",1.0
波次100,"(7, 2, 3, 5, 8, 9, 10, 16)",1.0
波次100,"(7, 5, 13, 14, 15, 19, 21)",1.0
波次100,"(10, 2, 8, 9, 15, 16, 18)",1.0
波次100,"(10, 3, 5, 6, 7, 8, 10, 14, 16)",1.0
波次100,"(10, 2, 7, 11, 14, 16, 18)",1.0
波次100,"(10, 2, 3, 6, 7, 11, 14, 16, 22)",1.0
波次100,"(10, 2, 13, 14, 15, 16, 18, 19)",1.0
波次100,"(10, 2, 5, 6, 7, 14, 15, 18, 22)",1.0
波次100,"(10, 3, 8, 9, 11, 14, 15, 16, 21)",1.0
波次100,"(10, 5, 6, 7, 8, 9, 10, 16, 22)",1.0
波次100,"(10, 2, 5, 7, 9, 13, 15, 16, 20)",1.0
波次100,"(10, 2, 3, 6, 11, 15, 16, 18)",1.0
波次100,"(10, 2, 5, 7, 10, 11, 14, 15, 16)",1.0
波次100,"(10, 8, 10, 11, 13, 14, 16, 18)",1.0
波次100,"(10, 8, 9, 10, 11, 13, 14, 16, 18, 21)",1.0
波次100,"(10, 2, 3, 8, 9, 11, 14, 16, 22)",1.0
波次100,"(10, 2, 7, 8, 11, 13, 16, 21)",1.0
波次100,"(10, 5, 7, 8, 10, 15, 16)",1.0
波次100,"(10, 2, 3, 8, 9, 11, 13, 16, 22)",1.0
波次100,"(10, 2, 3, 6, 7, 9, 10, 16)",1.0
波次100,"(8, 2, 3, 8, 10, 14, 16)",1.0
波次100,"(8, 2, 7, 9, 10, 15, 16, 18)",1.0
波次100,"(8, 2, 3, 5, 7, 11, 14, 16, 20)",1.0
波次100,"(8, 5, 8, 11, 14, 15, 16, 20)",1.0
波次100,"(8, 5, 8, 13, 15, 16, 22)",1.0
波次100,"(8, 5, 11, 15, 16, 18, 22)",1.0
波次100,"(8, 9, 11, 13, 16, 21)",1.0
波次100,"(8, 7, 8, 10, 11, 16)",1.0
波次100,"(8, 3, 5, 6, 7, 8, 11, 16, 21)",1.0
波次100,"(8, 7, 8, 9, 11, 13, 15, 18)",1.0
波次100,"(8, 2, 3, 9, 11, 16, 18)",2.0
波次100,"(8, 2, 8, 9, 11, 16, 18)",1.0
波次100,"(8, 7, 10, 11, 14, 15, 16)",1.0
波次100,"(8, 2, 3, 8, 10, 11, 16)",1.0
波次100,"(8, 3, 5, 10, 11, 15, 16)",1.0
波次100,"(8, 2, 3, 9, 11, 15, 19, 22)",1.0
波次100,"(8, 2, 11, 14, 16, 20)",1.0
波次100,"(8, 2, 3, 5, 7, 8, 10, 15)",1.0
波次100,"(8, 3, 9, 13, 14, 16, 18)",1.0
波次100,"(8, 2, 3, 7, 8, 9, 10, 11, 16)",1.0
波次100,"(8, 3, 7, 8, 10, 13, 16)",1.0
波次100,"(8, 5, 8, 13, 16, 18, 21)",1.0
波次100,"(8, 8, 11, 14, 15, 18)",1.0
波次100,"(8, 2, 8, 9, 10, 11, 16, 22)",1.0
波次100,"(8, 2, 7, 11, 13, 15, 16, 18)",1.0
波次100,"(8, 8, 13, 14, 15, 16, 18, 19)",1.0
波次100,"(8, 3, 5, 8, 9, 10, 11, 16)",1.0
波次100,"(8, 7, 9, 14, 15, 18)",1.0
波次100,"(8, 2, 3, 9, 10, 11, 15)",1.0
波次100,"(8, 2, 3, 6, 7, 10, 15, 16)",1.0
波次100,"(8, 5, 9, 10, 14, 15)",1.0
波次100,"(8, 2, 3, 8, 10, 11, 13, 16)",1.0
波次100,"(8, 9, 11, 14, 15, 16, 21)",1.0
波次100,"(5, 3, 7, 11, 16, 18)",2.0
波次100,"(5, 5, 7, 14, 15, 21)",1.0
波次100,"(5, 2, 8, 9, 16, 21)",3.0
波次100,"(5, 3, 8, 11, 15, 21)",1.0
波次100,"(5, 2, 8, 9, 15, 21)",1.0
波次100,"(5, 3, 13, 14, 15, 20)",1.0
波次100,"(5, 7, 8, 9, 15, 20)",1.0
波次100,"(5, 7, 9, 15, 20, 21)",1.0
波次100,"(5, 2, 3, 10, 16, 19)",1.0
波次100,"(5, 14, 15, 18, 21)",1.0
波次100,"(5, 7, 13, 16, 22)",1.0
波次100,"(5, 3, 7, 11, 15, 18)",1.0
波次100,"(5, 13, 15, 16, 18, 19)",1.0
波次100,"(5, 3, 8, 16, 21)",1.0
波次100,"(5, 9, 10, 15, 19)",1.0
波次100,"(5, 2, 11, 15, 20)",2.0
波次100,"(5, 5, 10, 14, 16, 21)",2.0
波次100,"(5, 2, 7, 11, 16, 22)",1.0
波次100,"(5, 3, 9, 16, 18)",1.0
波次100,"(5, 9, 15, 16, 20, 21)",1.0
波次100,"(5, 2, 5, 7, 15, 22)",1.0
波次100,"(5, 9, 11, 15, 18, 19)",1.0
波次100,"(5, 14, 15, 20)",1.0
波次100,"(5, 11, 14, 15, 16, 21)",1.0
波次100,"(5, 5, 9, 14, 15, 22)",1.0
波次100,"(5, 13, 15, 21, 22)",1.0
波次100,"(5, 3, 5, 8, 16, 21)",1.0
波次100,"(5, 7, 8, 16, 18, 22)",1.0
波次100,"(5, 2, 7, 9, 15, 21)",1.0
波次100,"(5, 5, 13, 14, 16, 22)",1.0
波次100,"(5, 2, 8, 16, 20)",1.0
波次100,"(5, 7, 8, 11, 16, 20)",1.0
波次100,"(5, 11, 14, 16, 20)",1.0
波次100,"(5, 7, 15, 18, 22)",1.0
波次100,"(5, 8, 9, 14, 16, 22)",1.0
波次100,"(5, 5, 11, 16, 20)",1.0
波次100,"(5, 7, 11, 14, 15, 18)",1.0
波次100,"(9, 2, 6, 7, 11, 14, 16, 19, 20)",1.0
波次100,"(9, 3, 7, 11, 15, 16, 22)",1.0
波次100,"(9, 3, 7, 8, 11, 14, 15, 21)",1.0
波次100,"(9, 3, 5, 7, 9, 14, 15, 16, 18)",1.0
波次100,"(9, 3, 7, 8, 10, 11, 13, 15, 16, 18)",1.0
波次100,"(9, 2, 3, 6, 11, 14, 16, 18)",1.0
波次100,"(9, 7, 8, 10, 11, 14, 15)",1.0
波次100,"(9, 2, 7, 8, 9, 14, 15, 22)",1.0
波次100,"(9, 8, 9, 11, 13, 14, 15, 18, 19)",1.0
波次100,"(9, 2, 5, 6, 9, 11, 13, 16, 21)",1.0
波次100,"(9, 2, 6, 8, 11, 13, 16, 18)",1.0
波次100,"(9, 3, 7, 8, 9, 15, 22)",1.0
波次100,"(9, 2, 3, 5, 7, 8, 10, 13, 15, 22)",1.0
波次100,"(9, 3, 6, 10, 11, 13, 14, 15, 16)",1.0
波次100,"(9, 2, 6, 8, 9, 11, 15, 16, 18)",1.0
波次100,"(9, 2, 6, 8, 9, 10, 13, 14, 15, 22)",1.0
波次100,"(9, 2, 9, 11, 13, 16, 18)",1.0
波次100,"(9, 2, 3, 15, 16, 18, 21)",1.0
波次100,"(9, 2, 3, 7, 9, 11, 13, 15, 21)",1.0
波次100,"(9, 6, 13, 15, 19, 20)",1.0
波次100,"(9, 2, 6, 8, 9, 11, 14, 16, 18)",1.0
波次100,"(9, 2, 5, 6, 8, 9, 10, 16)",1.0
波次100,"(9, 3, 6, 8, 9, 14, 16, 18)",1.0
波次100,"(9, 3, 5, 9, 10, 11, 14, 16)",1.0
波次100,"(9, 2, 6, 7, 8, 10, 13, 16)",1.0
波次100,"(9, 5, 7, 8, 10, 14, 16)",1.0
波次100,"(9, 2, 7, 8, 9, 13, 16, 18)",1.0
波次100,"(9, 2, 3, 5, 8, 9, 14, 16, 21)",1.0
波次100,"(9, 2, 3, 5, 9, 10, 11, 16, 18)",1.0
波次100,"(9, 3, 5, 8, 9, 10, 16)",1.0
波次100,"(9, 3, 7, 8, 13, 14, 16, 19, 21)",1.0
波次100,"(9, 5, 10, 11, 14, 16, 18)",1.0
波次100,"(9, 2, 8, 11, 14, 15, 16, 20)",1.0
波次100,"(9, 2, 7, 9, 10, 11, 15, 16, 22)",1.0
波次100,"(9, 2, 3, 15, 16, 21)",1.0
波次100,"(6, 3, 7, 10, 13, 14)",1.0
波次100,"(6, 2, 3, 5, 8, 9, 22)",1.0
波次100,"(6, 3, 9, 10, 14, 21)",1.0
波次100,"(6, 2, 11, 13, 14, 18, 19)",1.0
波次100,"(6, 2, 5, 13, 18)",1.0
波次100,"(6, 2, 5, 7, 9, 11, 21)",1.0
波次100,"(6, 2, 3, 5, 7, 13, 21)",1.0
波次100,"(6, 3, 5, 8, 10, 11, 14)",1.0
波次100,"(6, 3, 11, 22)",1.0
波次100,"(6, 2, 3, 5, 14, 21)",1.0
波次100,"(6, 2, 7, 9, 20)",1.0
波次100,"(6, 3, 5, 10, 11)",2.0
波次100,"(6, 3, 7, 9, 10, 14)",1.0
波次100,"(6, 2, 5, 9, 10, 13, 14)",1.0
波次100,"(6, 2, 7, 8, 9, 10, 13)",1.0
波次100,"(6, 2, 3, 8, 10, 11, 14)",1.0
波次100,"(6, 5, 8, 11, 13, 18)",1.0
波次100,"(6, 3, 8, 10, 18)",1.0
波次100,"(6, 2, 7, 10, 13, 14)",1.0
波次100,"(6, 2, 8, 10, 13, 14)",1.0
波次100,"(6, 3, 8, 10, 13, 14)",2.0
波次100,"(6, 2, 9, 10, 11, 13)",1.0
波次100,"(6, 5, 8, 9, 14, 21)",1.0
波次100,"(6, 2, 10, 11, 14)",1.0
波次100,"(6, 2, 9, 10, 14)",1.0
波次100,"(6, 3, 6, 8, 9, 10)",1.0
波次100,"(6, 2, 6, 20)",1.0
波次100,"(6, 5, 7, 11, 14, 18)",1.0
波次100,"(6, 3, 8, 9, 13, 18)",1.0
波次100,"(6, 2, 3, 6, 10, 14, 18)",1.0
波次100,"(6, 2, 8, 13, 18)",1.0
波次100,"(6, 7, 8, 11, 13, 22)",1.0
波次100,"(6, 2, 11, 14, 18)",1.0
波次100,"(6, 5, 9, 10, 11, 18)",1.0
波次100,"(6, 2, 13, 14, 18)",1.0
波次100,"(6, 3, 5, 8, 10, 19)",1.0
波次100,"(6, 2, 7, 8, 9, 10, 11)",1.0
波次100,"(6, 3, 9, 13, 18, 21)",1.0
波次100,"(6, 3, 7, 9, 11, 20)",1.0
波次100,"(6, 3, 5, 11, 14, 18)",1.0
波次100,"(6, 6, 11, 14, 18, 20)",1.0
波次100,"(6, 3, 5, 8, 10, 14)",1.0
波次100,"(6, 8, 13, 14, 18)",2.0
波次100,"(6, 3, 7, 9, 10, 11)",1.0
波次100,"(6, 2, 5, 10, 11, 13, 21)",1.0
波次100,"(6, 2, 3, 8, 11, 13, 18)",1.0
波次100,"(6, 2, 8, 10, 14)",1.0
波次100,"(6, 2, 3, 9, 11, 20, 21)",1.0
波次100,"(6, 11, 13, 14, 18)",1.0
波次100,"(6, 2, 6, 8, 11, 18)",1.0
波次100,"(6, 2, 3, 11, 14, 21)",1.0
波次100,"(6, 8, 9, 10, 11, 13, 18)",1.0
波次100,"(6, 2, 7, 11, 13, 14, 18)",1.0
波次100,"(6, 2, 9, 11, 18)",1.0
波次100,"(6, 9, 14, 21)",1.0
波次100,"(6, 2, 3, 5, 10, 11, 13)",1.0
波次100,"(6, 2, 6, 14, 22)",1.0
波次100,"(6, 2, 3, 10, 11, 14)",1.0
波次100,"(6, 3, 9, 11, 13, 21)",1.0
波次100,"(6, 3, 9, 13, 14, 22)",1.0
波次100,"(10, 2, 6, 9, 10, 11, 13, 14)",1.0
波次100,"(9, 7, 9, 10, 11, 14)",1.0
波次100,"(9, 2, 7, 9, 11, 21)",1.0
波次100,"(9, 2, 11, 13, 18)",1.0
波次100,"(9, 3, 5, 6, 11, 14, 20)",1.0
波次100,"(9, 3, 7, 8, 9, 14, 22)",1.0
波次101,"(2, 1, 6)",258.0
波次101,"(2, 4, 6)",36.0
波次101,"(2, 2, 4)",122.0
波次101,"(2, 6, 17)",46.0
波次101,"(10, 1, 6, 11)",3.0
波次101,"(10, 1, 6)",9.0
波次101,"(10, 1, 2, 4, 6)",1.0
波次101,"(10, 1, 2, 6)",38.0
波次101,"(10, 1, 2)",7.0
波次101,"(10, 1, 2, 6, 17)",4.0
波次101,"(10, 1, 2, 3, 6, 17)",3.0
波次101,"(10, 1, 4, 6, 8, 17)",1.0
波次101,"(10, 1, 6, 8)",3.0
波次101,"(10, 1, 3, 6)",1.0
波次101,"(10, 1, 5, 6, 17)",1.0
波次101,"(10, 1, 2, 11, 17)",1.0
波次101,"(10, 1, 2, 5)",1.0
波次101,"(10, 1, 2, 3, 6)",1.0
波次101,"(10, 1, 6, 17)",2.0
波次101,"(10, 1, 2, 8)",1.0
波次101,"(10, 1, 6, 8, 11, 17)",1.0
波次101,"(10, 1, 2, 6, 11)",2.0
波次101,"(10, 1, 2, 11)",1.0
波次101,"(10, 1, 2, 4)",1.0
波次101,"(10, 1, 2, 8, 17)",1.0
波次101,"(10, 1, 2, 4, 11)",1.0
波次101,"(10, 1, 3, 6, 11, 17)",1.0
波次101,"(10, 3, 4, 17)",1.0
波次101,"(10, 1, 2, 5, 17)",1.0
波次101,"(10, 1, 2, 6, 11, 17)",1.0
波次102,"(3, 4, 12)",39.0
波次102,"(3, 1, 12, 17)",13.0
波次102,"(3, 1)",142.0
波次102,"(3, 4, 17)",10.0
波次102,"(3, 1, 4)",38.0
波次102,"(3, 4, 12, 17)",22.0
波次102,"(3, 12, 17)",46.0
波次102,"(3, 1, 4, 12)",17.0
波次102,"(3, 1, 4, 17)",10.0
波次102,"(4, 1)",77.0
波次102,"(4, 1, 12, 17)",6.0
波次102,"(4, 1, 12)",10.0
波次102,"(4, 4, 12, 17)",18.0
波次102,"(4, 4, 17)",10.0
波次102,"(4, 12, 17)",8.0
波次102,"(4, 1, 4, 12)",11.0
波次102,"(4, 1, 4, 17)",17.0
波次102,"(4, 1, 4)",7.0
波次102,"(4, 1, 17)",7.0
波次102,"(4, 4)",3.0
波次102,"(4, 4, 12)",3.0
波次102,"(4, 12)",2.0
波次102,"(4, 1, 4, 12, 17)",2.0
波次102,"(6, 1)",19.0
波次102,"(6, 1, 4)",1.0
波次102,"(6, 1, 4, 12)",2.0
波次102,"(6, 1, 12, 17)",2.0
波次102,"(6, 1, 17)",2.0
波次102,"(6, 1, 4, 12, 17)",1.0
波次102,"(6, 1, 12)",5.0
波次103,"(5, 2, 4, 9, 16, 17)",2.0
波次103,"(5, 1, 3, 13, 16, 17)",1.0
波次103,"(5, 1, 8, 11, 15, 16)",1.0
波次103,"(5, 1, 4, 13, 16, 17)",2.0
波次103,"(5, 1, 7, 13, 16)",1.0
波次103,"(5, 3, 4, 5, 8, 15)",1.0
波次103,"(5, 1, 7, 14, 16)",3.0
波次103,"(5, 1, 2, 11, 14, 16)",1.0
波次103,"(5, 2, 8, 14, 16, 17)",2.0
波次103,"(5, 7, 8, 16, 17)",3.0
波次103,"(5, 2, 4, 5, 14, 16)",1.0
波次103,"(5, 1, 7, 12, 16, 17)",1.0
波次103,"(5, 1, 8, 11, 12, 15)",2.0
波次103,"(5, 2, 4, 9, 14, 16)",2.0
波次103,"(5, 1, 2, 8, 14, 16)",2.0
波次103,"(5, 1, 6, 15, 17)",1.0
波次103,"(5, 5, 9, 16, 17)",1.0
波次103,"(5, 1, 3, 11, 12, 16)",1.0
波次103,"(5, 4, 5, 12, 16)",3.0
波次103,"(5, 1, 5, 6, 16)",2.0
波次103,"(5, 1, 3, 9, 13, 16)",1.0
波次103,"(5, 1, 6, 9, 16)",3.0
波次103,"(5, 1, 3, 14, 16)",3.0
波次103,"(5, 3, 5, 14, 16, 17)",1.0
波次103,"(5, 3, 7, 14, 16, 17)",3.0
波次103,"(5, 1, 3, 4, 8, 15)",1.0
波次103,"(5, 3, 4, 9, 16, 17)",1.0
波次103,"(5, 1, 5, 7, 16)",2.0
波次103,"(5, 8, 9, 11, 16, 17)",1.0
波次103,"(5, 1, 6, 16)",8.0
波次103,"(5, 1, 4, 7, 11, 16)",2.0
波次103,"(5, 1, 9, 11, 15, 16)",1.0
波次103,"(5, 2, 4, 5, 16)",4.0
波次103,"(5, 1, 2, 14, 16, 17)",3.0
波次103,"(5, 3, 4, 5, 8, 16)",1.0
波次103,"(5, 1, 5, 11, 12, 15)",1.0
波次103,"(5, 2, 7, 13, 16, 17)",1.0
波次103,"(5, 1, 2, 3, 6, 15)",1.0
波次103,"(5, 1, 5, 12, 16, 17)",1.0
波次103,"(5, 2, 7, 8, 12, 16)",2.0
波次103,"(5, 1, 6, 12, 15)",4.0
波次103,"(5, 2, 4, 8, 16, 17)",1.0
波次103,"(5, 6, 11, 12, 16)",1.0
波次103,"(5, 1, 2, 3, 16, 17)",1.0
波次103,"(5, 2, 3, 8, 12, 16)",1.0
波次103,"(5, 4, 7, 14, 16)",3.0
波次103,"(5, 2, 8, 11, 16, 17)",4.0
波次103,"(5, 3, 11, 12, 13, 16)",2.0
波次103,"(5, 1, 4, 6, 15)",2.0
波次103,"(5, 1, 2, 3, 9, 15)",1.0
波次103,"(5, 1, 2, 8, 11, 16)",3.0
波次103,"(5, 1, 5, 11, 15, 17)",2.0
波次103,"(5, 3, 7, 8, 16, 17)",1.0
波次103,"(5, 4, 5, 14, 16)",1.0
波次103,"(5, 1, 4, 9, 11, 16)",1.0
波次103,"(5, 1, 3, 13, 14, 15)",1.0
波次103,"(5, 1, 11, 13, 16)",2.0
波次103,"(5, 3, 11, 12, 13, 15)",2.0
波次103,"(5, 3, 8, 12, 13, 16)",2.0
波次103,"(5, 2, 5, 12, 16)",2.0
波次103,"(5, 5, 11, 14, 16, 17)",1.0
波次103,"(5, 1, 4, 6, 16)",3.0
波次103,"(5, 2, 6, 12, 15)",1.0
波次103,"(5, 2, 3, 4, 9, 16)",2.0
波次103,"(5, 1, 2, 6, 16)",8.0
波次103,"(5, 4, 5, 7, 11, 16)",1.0
波次103,"(5, 1, 6, 8, 16)",6.0
波次103,"(5, 3, 4, 5, 14, 15)",1.0
波次103,"(5, 3, 4, 11, 14, 15)",3.0
波次103,"(5, 1, 2, 6, 12, 16)",2.0
波次103,"(5, 3, 4, 5, 15, 16)",3.0
波次103,"(5, 1, 6, 11, 15)",4.0
波次103,"(5, 3, 4, 7, 12, 16)",1.0
波次103,"(5, 1, 2, 7, 14, 16)",1.0
波次103,"(5, 1, 3, 14, 15, 16)",1.0
波次103,"(5, 2, 3, 15, 17)",4.0
波次103,"(5, 2, 5, 8, 16, 17)",1.0
波次103,"(5, 2, 6, 12, 16)",1.0
波次103,"(5, 1, 3, 9, 12, 15)",1.0
波次103,"(5, 4, 8, 11, 13, 16)",2.0
波次103,"(5, 2, 3, 5, 12, 15)",1.0
波次103,"(5, 9, 11, 14, 15, 17)",1.0
波次103,"(5, 1, 5, 9, 16)",3.0
波次103,"(5, 1, 2, 11, 16, 17)",1.0
波次103,"(5, 1, 2, 4, 13, 15)",2.0
波次103,"(5, 5, 12, 16, 17)",3.0
波次103,"(5, 4, 8, 13, 14, 16)",2.0
波次103,"(5, 1, 3, 5, 16, 17)",2.0
波次103,"(5, 1, 2, 6, 15)",5.0
波次103,"(5, 3, 7, 11, 16, 17)",1.0
波次103,"(5, 3, 4, 7, 8, 16)",1.0
波次103,"(5, 2, 7, 15, 16, 17)",1.0
波次103,"(5, 2, 5, 14, 16, 17)",2.0
波次103,"(5, 1, 8, 14, 15, 16)",2.0
波次103,"(5, 2, 3, 11, 15, 17)",2.0
波次103,"(5, 1, 2, 4, 15, 17)",1.0
波次103,"(5, 3, 4, 11, 14, 16)",1.0
波次103,"(5, 2, 3, 13, 16, 17)",2.0
波次103,"(5, 1, 3, 8, 11, 16)",2.0
波次103,"(5, 2, 8, 9, 12, 16)",1.0
波次103,"(5, 2, 3, 4, 12, 15)",2.0
波次103,"(5, 1, 3, 5, 16)",1.0
波次103,"(5, 4, 5, 11, 15, 17)",2.0
波次103,"(5, 7, 8, 11, 16, 17)",3.0
